id,instance,goal,result,duration,verdict,corr_result
246,aba_2000_0.3_10_10_7.aba,s1886,NO,26.28,corr,NO
247,aba_100_0.3_10_10_2.aba,s57,NO,0.1,corr,NO
248,aba_5000_0.3_5_10_0.aba,s1132,YES,2.49,corr,YES
249,aba_5000_0.3_10_10_9.aba,s2996,,600.0,TIMEOUT,?
250,aba_500_0.3_10_5_4.aba,s223,NO,0.22,corr,NO
251,aba_25_0.3_10_5_3.aba,s17,YES,0.07,corr,YES
252,aba_2000_0.1_5_5_9.aba,s206,NO,1.04,corr,NO
253,aba_2000_0.1_10_5_1.aba,s1422,YES,1.92,corr,YES
254,aba_5000_0.1_10_10_3.aba,s739,YES,8.92,corr,YES
255,aba_25_0.3_5_5_3.aba,s20,NO,0.07,corr,NO
256,aba_100_0.1_5_5_4.aba,s3,YES,0.08,corr,YES
257,aba_25_0.1_10_10_5.aba,s16,YES,0.08,corr,YES
258,aba_5000_0.1_5_5_4.aba,s3621,YES,2.58,corr,YES
259,aba_5000_0.3_10_5_6.aba,s1717,YES,6.03,corr,YES
260,aba_25_0.3_10_5_8.aba,s15,NO,0.07,corr,NO
261,aba_100_0.1_10_10_6.aba,s6,YES,0.09,corr,YES
262,aba_2000_0.3_5_5_4.aba,s72,NO,263.78,corr,NO
263,aba_100_0.3_5_5_1.aba,s63,NO,0.14,corr,NO
264,aba_5000_0.1_5_5_2.aba,s532,NO,2.7,corr,NO
265,aba_5000_0.3_10_5_9.aba,s4169,YES,7.02,corr,YES
266,aba_2000_0.3_5_5_3.aba,s1898,,600.0,TIMEOUT,NO
267,aba_500_0.1_10_10_2.aba,s336,YES,0.38,corr,YES
268,aba_5000_0.1_5_10_3.aba,s2670,YES,3.69,corr,YES
269,aba_100_0.3_5_10_5.aba,s7,YES,0.1,corr,YES
270,aba_2000_0.1_5_5_2.aba,s1934,NO,0.53,corr,NO
271,aba_5000_0.3_10_5_5.aba,s3966,YES,15.54,corr,YES
272,aba_100_0.3_5_10_1.aba,s1,YES,0.08,corr,YES
273,aba_25_0.1_5_5_7.aba,s15,YES,0.07,corr,YES
274,aba_2000_0.1_5_5_6.aba,s532,NO,1.2,corr,NO
275,aba_2000_0.3_5_10_8.aba,s145,YES,0.57,corr,YES
276,aba_25_0.1_5_10_3.aba,s2,YES,0.07,corr,YES
277,aba_500_0.3_10_10_4.aba,s126,NO,0.27,corr,NO
278,aba_2000_0.1_5_5_0.aba,s114,YES,0.51,corr,YES
279,aba_100_0.3_5_10_4.aba,s20,YES,0.08,corr,YES
280,aba_5000_0.3_5_5_0.aba,s4221,,600.0,TIMEOUT,?
281,aba_25_0.3_10_10_3.aba,s25,NO,0.93,corr,NO
282,aba_500_0.3_5_5_1.aba,s181,NO,0.16,corr,NO
283,aba_5000_0.1_5_10_1.aba,s241,YES,3.61,corr,YES
284,aba_500_0.1_10_5_1.aba,s361,NO,0.33,corr,NO
285,aba_500_0.3_10_5_3.aba,s400,YES,0.27,corr,YES
286,aba_100_0.1_10_10_4.aba,s7,YES,0.11,corr,YES
287,aba_2000_0.1_10_5_7.aba,s1901,YES,1.77,corr,YES
288,aba_500_0.3_10_5_6.aba,s327,YES,0.21,corr,YES
289,aba_5000_0.1_10_10_6.aba,s704,YES,8.66,corr,YES
290,aba_500_0.3_5_5_2.aba,s227,YES,0.14,corr,YES
291,aba_100_0.3_10_5_6.aba,s86,NO,0.09,corr,NO
292,aba_100_0.3_10_10_8.aba,s1,YES,0.09,corr,YES
293,aba_25_0.3_10_5_2.aba,s11,YES,0.07,corr,YES
294,aba_2000_0.1_10_10_3.aba,s82,NO,1.64,corr,NO
295,aba_500_0.1_10_5_7.aba,s310,NO,0.27,corr,NO
296,aba_100_0.1_5_5_5.aba,s4,YES,0.08,corr,YES
297,aba_25_0.1_5_5_1.aba,s1,NO,0.07,corr,NO
298,aba_2000_0.3_10_5_9.aba,s1306,NO,1.22,corr,NO
299,aba_100_0.1_10_10_9.aba,s6,YES,0.09,corr,YES
300,aba_100_0.3_10_5_4.aba,s25,YES,0.09,corr,YES
301,aba_2000_0.1_10_10_8.aba,s44,YES,1.66,corr,YES
302,aba_5000_0.1_10_10_1.aba,s4062,YES,8.69,corr,YES
303,aba_25_0.3_5_5_8.aba,s16,NO,0.07,corr,NO
304,aba_100_0.1_5_5_6.aba,s62,NO,0.08,corr,NO
305,aba_25_0.1_5_10_1.aba,s11,YES,0.07,corr,YES
306,aba_100_0.3_5_5_0.aba,s90,NO,0.08,corr,NO
307,aba_2000_0.3_5_10_9.aba,s1374,NO,0.58,corr,NO
308,aba_5000_0.1_10_5_4.aba,s1536,YES,9.77,corr,YES
309,aba_100_0.1_10_10_2.aba,s14,NO,0.12,corr,NO
310,aba_2000_0.1_10_10_0.aba,s175,YES,1.62,corr,YES
311,aba_2000_0.3_10_5_8.aba,s721,NO,1.28,corr,NO
312,aba_25_0.1_5_5_0.aba,s2,YES,0.09,corr,YES
313,aba_2000_0.1_5_5_5.aba,s1463,YES,0.53,corr,YES
314,aba_25_0.3_10_5_7.aba,s17,NO,0.07,corr,NO
315,aba_500_0.1_10_10_5.aba,s355,YES,0.25,corr,YES
316,aba_2000_0.3_10_10_2.aba,s1507,NO,190.73,corr,NO
317,aba_2000_0.1_10_10_9.aba,s1730,YES,1.82,corr,YES
318,aba_500_0.1_10_10_9.aba,s460,NO,0.24,corr,NO
319,aba_500_0.3_5_10_9.aba,s44,YES,0.14,corr,YES
320,aba_25_0.1_5_5_6.aba,s1,YES,0.07,corr,YES
321,aba_500_0.3_10_10_8.aba,s445,NO,0.31,corr,NO
322,aba_100_0.1_10_5_4.aba,s26,NO,0.1,corr,NO
323,aba_500_0.1_10_5_6.aba,s298,NO,0.26,corr,NO
324,aba_2000_0.1_10_5_2.aba,s418,YES,2.13,corr,YES
325,aba_5000_0.3_10_10_2.aba,s2403,,600.0,TIMEOUT,?
326,aba_5000_0.3_10_10_7.aba,s1675,,600.0,TIMEOUT,?
327,aba_5000_0.1_10_10_9.aba,s141,YES,8.84,corr,YES
328,aba_500_0.1_5_10_0.aba,s99,NO,0.16,corr,NO
329,aba_100_0.1_5_10_6.aba,s86,YES,0.09,corr,YES
330,aba_500_0.3_5_10_7.aba,s44,NO,0.14,corr,NO
331,aba_2000_0.3_10_5_4.aba,s1500,YES,1.24,corr,YES
332,aba_500_0.3_5_5_0.aba,s391,NO,0.15,corr,NO
333,aba_100_0.3_10_10_5.aba,s66,YES,0.09,corr,YES
334,aba_5000_0.1_10_10_8.aba,s983,YES,8.48,corr,YES
335,aba_500_0.3_10_10_1.aba,s342,NO,0.42,corr,NO
336,aba_2000_0.1_10_10_6.aba,s1652,YES,1.69,corr,YES
337,aba_500_0.3_5_5_7.aba,s421,NO,0.16,corr,NO
338,aba_2000_0.1_10_10_1.aba,s1614,NO,1.7,corr,NO
339,aba_2000_0.1_10_10_2.aba,s193,YES,1.67,corr,YES
340,aba_500_0.3_5_10_6.aba,s402,NO,0.2,corr,NO
341,aba_5000_0.1_5_5_6.aba,s519,YES,2.61,corr,YES
342,aba_5000_0.1_5_5_8.aba,s2777,,600.0,TIMEOUT,?
343,aba_100_0.3_10_10_6.aba,s74,NO,0.27,corr,NO
344,aba_2000_0.1_10_10_7.aba,s169,YES,1.6,corr,YES
345,aba_500_0.1_5_5_8.aba,s29,YES,0.14,corr,YES
346,aba_25_0.3_5_10_6.aba,s8,YES,0.07,corr,YES
347,aba_5000_0.3_5_5_9.aba,s4902,,600.0,TIMEOUT,?
348,aba_500_0.1_5_10_9.aba,s454,NO,0.16,corr,NO
349,aba_5000_0.1_10_5_5.aba,s3305,YES,31.86,corr,YES
350,aba_100_0.1_10_5_9.aba,s71,NO,0.1,corr,NO
351,aba_100_0.1_5_10_3.aba,s9,YES,0.08,corr,YES
352,aba_5000_0.1_5_10_9.aba,s26,YES,3.61,corr,YES
353,aba_100_0.3_5_10_0.aba,s68,YES,0.08,corr,YES
354,aba_5000_0.3_10_5_2.aba,s4355,YES,6.3,corr,YES
355,aba_25_0.3_10_10_7.aba,s9,NO,0.09,corr,NO
356,aba_500_0.1_5_5_5.aba,s373,NO,0.12,corr,NO
357,aba_2000_0.3_10_10_1.aba,s909,NO,14.54,corr,NO
358,aba_5000_0.1_10_10_5.aba,s1316,YES,8.71,corr,YES
359,aba_2000_0.3_10_10_0.aba,s1942,NO,234.04,corr,NO
360,aba_2000_0.1_5_5_3.aba,s1856,YES,0.54,corr,YES
361,aba_2000_0.3_5_10_0.aba,s252,NO,0.58,corr,NO
362,aba_5000_0.3_10_10_4.aba,s1040,,600.0,TIMEOUT,?
363,aba_2000_0.3_5_5_7.aba,s825,NO,30.96,corr,NO
364,aba_500_0.1_10_10_4.aba,s241,YES,0.32,corr,YES
365,aba_25_0.3_5_5_9.aba,s2,NO,0.08,corr,NO
366,aba_100_0.1_10_5_7.aba,s48,YES,0.1,corr,YES
367,aba_25_0.1_5_5_2.aba,s14,YES,0.07,corr,YES
368,aba_25_0.1_5_5_3.aba,s1,YES,0.07,corr,YES
369,aba_500_0.3_10_10_9.aba,s164,NO,0.31,corr,NO
370,aba_100_0.3_5_10_9.aba,s15,NO,0.08,corr,NO
371,aba_5000_0.3_10_5_7.aba,s1952,YES,8.37,corr,YES
372,aba_5000_0.1_10_10_2.aba,s2987,YES,8.82,corr,YES
373,aba_25_0.3_10_10_9.aba,s9,NO,0.1,corr,NO
374,aba_5000_0.1_10_5_1.aba,s3347,YES,8.94,corr,YES
375,aba_100_0.3_5_10_8.aba,s20,YES,0.1,corr,YES
376,aba_25_0.3_5_10_8.aba,s25,NO,0.08,corr,NO
377,aba_100_0.3_10_5_7.aba,s67,YES,0.09,corr,YES
378,aba_500_0.3_5_10_4.aba,s6,YES,0.13,corr,YES
379,aba_2000_0.3_10_5_5.aba,s303,YES,1.21,corr,YES
380,aba_500_0.1_10_10_1.aba,s347,YES,0.24,corr,YES
381,aba_500_0.3_5_5_8.aba,s455,YES,0.17,corr,YES
382,aba_100_0.3_10_5_2.aba,s14,NO,0.1,corr,NO
383,aba_2000_0.3_5_5_8.aba,s1235,NO,17.26,corr,NO
384,aba_5000_0.1_10_5_2.aba,s1824,YES,8.69,corr,YES
385,aba_500_0.1_10_5_3.aba,s281,NO,0.3,corr,NO
386,aba_2000_0.3_5_10_2.aba,s471,YES,0.58,corr,YES
387,aba_100_0.1_10_10_0.aba,s96,YES,0.11,corr,YES
388,aba_5000_0.3_5_10_7.aba,s728,YES,2.55,corr,YES
389,aba_2000_0.3_10_10_6.aba,s1247,NO,17.39,corr,NO
390,aba_500_0.3_5_10_3.aba,s239,YES,0.14,corr,YES
391,aba_100_0.1_5_10_5.aba,s4,YES,0.12,corr,YES
392,aba_5000_0.1_10_5_6.aba,s4443,YES,9.18,corr,YES
393,aba_100_0.3_10_5_8.aba,s10,NO,0.09,corr,NO
394,aba_5000_0.1_10_5_3.aba,s2070,YES,48.66,corr,YES
395,aba_25_0.3_5_10_7.aba,s8,YES,0.08,corr,YES
396,aba_5000_0.3_10_10_8.aba,s1474,NO,455.79,corr,NO
397,aba_500_0.1_5_10_7.aba,s42,YES,0.16,corr,YES
398,aba_500_0.3_10_10_3.aba,s53,NO,0.3,corr,NO
399,aba_500_0.1_5_10_6.aba,s6,YES,0.15,corr,YES
400,aba_2000_0.1_5_10_9.aba,s74,YES,0.73,corr,YES
