id,instance,goal,result,duration,verdict,corr_result
115,aba_500_0.1_10_5_4.aba,s37,,600.0,TIMEOUT,NO
116,aba_2000_0.3_5_10_4.aba,s528,YES,18.41,corr,YES
117,aba_500_0.1_10_5_0.aba,s382,,600.0,TIMEOUT,NO
118,aba_2000_0.3_5_5_1.aba,s1864,,600.0,TIMEOUT,NO
119,aba_25_0.1_5_10_6.aba,s22,YES,0.37,corr,YES
120,aba_500_0.1_5_5_1.aba,s253,,600.0,TIMEOUT,NO
121,aba_5000_0.1_5_10_2.aba,s292,YES,156.5,corr,YES
122,aba_25_0.1_10_10_2.aba,s11,NO,1.84,corr,NO
123,aba_2000_0.1_5_10_5.aba,s228,YES,42.57,corr,YES
124,aba_100_0.3_5_5_8.aba,s93,NO,24.1,corr,NO
125,aba_5000_0.3_5_10_9.aba,s1002,YES,141.61,corr,YES
126,aba_500_0.1_5_5_4.aba,s290,YES,4.92,corr,YES
127,aba_2000_0.1_10_5_6.aba,s834,,600.0,TIMEOUT,YES
128,aba_2000_0.1_10_10_5.aba,s1795,,600.0,TIMEOUT,NO
129,aba_5000_0.1_10_10_4.aba,s1930,,600.0,TIMEOUT,NO
130,aba_100_0.3_10_5_5.aba,s1,,600.0,TIMEOUT,NO
131,aba_500_0.3_10_5_7.aba,s176,,600.0,TIMEOUT,YES
132,aba_100_0.1_5_10_4.aba,s10,YES,0.29,corr,YES
133,aba_500_0.3_10_5_0.aba,s445,,600.0,TIMEOUT,YES
134,aba_25_0.1_10_10_4.aba,s10,YES,0.4,corr,YES
135,aba_5000_0.3_10_10_3.aba,s805,,600.0,TIMEOUT,?
136,aba_5000_0.1_5_10_8.aba,s478,YES,190.06,corr,YES
137,aba_2000_0.3_5_5_5.aba,s1864,,600.0,TIMEOUT,YES
138,aba_100_0.3_10_10_1.aba,s51,NO,15.1,corr,NO
139,aba_500_0.3_10_5_8.aba,s132,,600.0,TIMEOUT,NO
140,aba_2000_0.1_5_10_3.aba,s16,NO,332.9,corr,NO
141,aba_2000_0.1_5_10_1.aba,s368,,600.0,TIMEOUT,YES
142,aba_100_0.3_5_5_9.aba,s100,NO,8.05,corr,NO
143,aba_100_0.1_5_5_2.aba,s55,YES,0.62,corr,YES
144,aba_500_0.1_10_10_7.aba,s30,YES,2.56,corr,YES
145,aba_100_0.3_10_10_7.aba,s20,YES,4.79,corr,YES
146,aba_25_0.1_5_5_8.aba,s14,NO,2.98,corr,NO
147,aba_5000_0.1_5_5_3.aba,s1979,,600.0,TIMEOUT,NO
148,aba_100_0.3_10_10_3.aba,s41,NO,9.4,corr,NO
149,aba_25_0.1_10_10_7.aba,s4,NO,0.8,corr,NO
150,aba_100_0.3_10_10_4.aba,s28,YES,1.45,corr,YES
151,aba_25_0.1_10_10_6.aba,s1,YES,0.32,corr,YES
152,aba_25_0.3_5_5_1.aba,s13,NO,0.62,corr,NO
153,aba_5000_0.1_5_5_7.aba,s378,YES,188.01,corr,YES
154,aba_2000_0.3_10_10_8.aba,s719,,600.0,TIMEOUT,NO
155,aba_500_0.3_10_5_2.aba,s225,,600.0,TIMEOUT,YES
156,aba_5000_0.1_5_5_9.aba,s702,,600.0,TIMEOUT,NO
157,aba_5000_0.3_5_10_3.aba,s2417,YES,497.18,corr,YES
158,aba_100_0.1_5_10_8.aba,s1,NO,3.19,corr,NO
159,aba_100_0.1_5_5_8.aba,s53,YES,0.71,corr,YES
160,aba_100_0.1_10_5_5.aba,s48,,600.0,TIMEOUT,NO
161,aba_25_0.3_5_10_1.aba,s19,NO,1.15,corr,NO
162,aba_5000_0.3_5_10_8.aba,s811,,600.0,TIMEOUT,NO
163,aba_25_0.1_5_5_9.aba,s1,YES,0.54,corr,YES
164,aba_25_0.1_10_10_0.aba,s21,YES,0.22,corr,YES
165,aba_500_0.3_10_10_5.aba,s426,,600.0,TIMEOUT,NO
166,aba_5000_0.3_10_5_1.aba,s899,,600.0,TIMEOUT,NO
167,aba_100_0.1_10_5_6.aba,s33,,600.0,TIMEOUT,NO
168,aba_2000_0.3_10_5_3.aba,s469,,600.0,TIMEOUT,YES
169,aba_2000_0.3_10_5_2.aba,s1394,,600.0,TIMEOUT,YES
170,aba_100_0.1_10_10_3.aba,s5,YES,0.41,corr,YES
171,aba_500_0.3_10_5_1.aba,s156,,600.0,TIMEOUT,YES
172,aba_500_0.3_5_10_5.aba,s130,YES,1.18,corr,YES
173,aba_500_0.3_10_10_7.aba,s475,,600.0,TIMEOUT,YES
174,aba_25_0.3_5_5_0.aba,s2,NO,0.51,corr,NO
175,aba_5000_0.1_5_10_6.aba,s500,,600.0,TIMEOUT,NO
176,aba_25_0.1_10_10_9.aba,s2,YES,0.2,corr,YES
177,aba_25_0.1_10_10_8.aba,s2,YES,0.17,corr,YES
178,aba_5000_0.1_5_5_0.aba,s3984,YES,403.48,corr,YES
179,aba_5000_0.3_10_10_1.aba,s1700,,600.0,TIMEOUT,NO
180,aba_5000_0.3_5_5_4.aba,s2164,,600.0,TIMEOUT,?
181,aba_2000_0.3_5_10_6.aba,s1576,NO,317.74,corr,NO
182,aba_2000_0.1_5_10_6.aba,s34,YES,25.76,corr,YES
183,aba_500_0.1_5_5_9.aba,s282,,600.0,TIMEOUT,NO
184,aba_100_0.3_10_5_9.aba,s20,NO,21.23,corr,NO
185,aba_5000_0.1_10_5_9.aba,s585,,600.0,TIMEOUT,YES
186,aba_25_0.1_5_5_5.aba,s1,YES,0.45,corr,YES
187,aba_100_0.3_10_5_1.aba,s80,,600.0,TIMEOUT,YES
188,aba_25_0.1_10_5_0.aba,s13,YES,0.26,corr,YES
189,aba_100_0.3_10_10_9.aba,s78,NO,123.09,corr,NO
190,aba_25_0.3_5_10_4.aba,s8,YES,0.27,corr,YES
191,aba_500_0.1_5_10_8.aba,s27,YES,1.53,corr,YES
192,aba_2000_0.1_10_5_0.aba,s1895,,600.0,TIMEOUT,YES
193,aba_500_0.3_5_10_1.aba,s34,YES,1.32,corr,YES
194,aba_25_0.3_5_10_2.aba,s6,NO,0.27,corr,NO
195,aba_2000_0.3_10_10_9.aba,s900,,600.0,TIMEOUT,NO
196,aba_25_0.3_10_10_2.aba,s5,NO,0.87,corr,NO
197,aba_100_0.1_5_5_7.aba,s2,YES,0.28,corr,YES
198,aba_25_0.3_10_5_5.aba,s22,NO,20.78,corr,NO
199,aba_2000_0.1_10_10_4.aba,s16,YES,51.84,corr,YES
200,aba_25_0.1_5_10_7.aba,s6,YES,0.25,corr,YES
201,aba_25_0.1_10_5_5.aba,s6,NO,1.04,corr,NO
202,aba_100_0.3_5_5_6.aba,s58,NO,168.96,corr,NO
203,aba_500_0.3_10_5_9.aba,s263,,600.0,TIMEOUT,YES
204,aba_25_0.3_10_10_1.aba,s21,NO,3.58,corr,NO
205,aba_500_0.1_10_5_5.aba,s171,,600.0,TIMEOUT,NO
206,aba_5000_0.3_10_5_4.aba,s1390,,600.0,TIMEOUT,YES
207,aba_500_0.3_5_10_0.aba,s36,YES,1.35,corr,YES
208,aba_5000_0.3_5_5_5.aba,s1372,,600.0,TIMEOUT,?
209,aba_5000_0.3_5_5_7.aba,s2005,,600.0,TIMEOUT,?
210,aba_100_0.1_10_5_3.aba,s8,NO,1.47,corr,NO
211,aba_100_0.3_5_5_3.aba,s100,YES,6.94,corr,YES
212,aba_500_0.1_10_5_9.aba,s431,,600.0,TIMEOUT,NO
213,aba_2000_0.3_5_5_2.aba,s1812,,600.0,TIMEOUT,YES
214,aba_5000_0.1_10_10_7.aba,s84,YES,386.84,corr,YES
215,aba_100_0.1_10_10_1.aba,s2,YES,0.34,corr,YES
216,aba_2000_0.3_5_10_1.aba,s383,YES,16.12,corr,YES
217,aba_25_0.3_10_10_4.aba,s3,YES,0.3,corr,YES
218,aba_2000_0.1_10_5_8.aba,s1352,,600.0,TIMEOUT,YES
219,aba_25_0.3_10_5_1.aba,s20,YES,3.65,corr,YES
220,aba_100_0.1_10_10_7.aba,s13,YES,0.6,corr,YES
221,aba_100_0.3_5_5_5.aba,s42,YES,153.01,corr,YES
222,aba_5000_0.3_5_5_2.aba,s3069,,600.0,TIMEOUT,?
223,aba_100_0.3_10_10_0.aba,s78,YES,0.36,corr,YES
224,aba_500_0.3_10_10_0.aba,s438,,600.0,TIMEOUT,NO
225,aba_5000_0.1_10_5_0.aba,s4063,,600.0,TIMEOUT,YES
226,aba_500_0.3_5_5_4.aba,s136,,600.0,TIMEOUT,YES
227,aba_5000_0.1_10_5_8.aba,s548,,600.0,TIMEOUT,YES
228,aba_5000_0.1_5_10_5.aba,s377,YES,185.46,corr,YES
229,aba_5000_0.3_10_5_8.aba,s1459,,600.0,TIMEOUT,NO
230,aba_25_0.3_10_10_0.aba,s9,NO,1.63,corr,NO
231,aba_500_0.1_10_10_3.aba,s41,YES,2.79,corr,YES
232,aba_2000_0.1_5_10_8.aba,s806,NO,354.58,corr,NO
233,aba_2000_0.3_5_5_0.aba,s1511,,600.0,TIMEOUT,NO
234,aba_25_0.3_10_5_0.aba,s2,NO,5.13,corr,NO
235,aba_100_0.1_10_5_8.aba,s20,,600.0,TIMEOUT,NO
236,aba_500_0.1_5_5_0.aba,s43,YES,1.34,corr,YES
237,aba_2000_0.3_10_5_6.aba,s954,,600.0,TIMEOUT,NO
238,aba_25_0.3_10_5_4.aba,s2,NO,1.36,corr,NO
239,aba_2000_0.1_5_10_0.aba,s1883,NO,340.43,corr,NO
240,aba_100_0.1_5_5_3.aba,s56,YES,0.82,corr,YES
241,aba_2000_0.1_10_5_4.aba,s1241,,600.0,TIMEOUT,YES
242,aba_5000_0.3_10_5_3.aba,s332,,600.0,TIMEOUT,YES
243,aba_500_0.1_10_5_8.aba,s26,NO,28.13,corr,NO
244,aba_500_0.3_5_5_9.aba,s193,,600.0,TIMEOUT,NO
245,aba_100_0.3_5_5_7.aba,s16,,600.0,TIMEOUT,YES
246,aba_2000_0.3_10_10_7.aba,s1886,,600.0,TIMEOUT,NO
247,aba_100_0.3_10_10_2.aba,s57,NO,6.45,corr,NO
248,aba_5000_0.3_5_10_0.aba,s1132,YES,140.93,corr,YES
249,aba_5000_0.3_10_10_9.aba,s2996,,600.0,TIMEOUT,?
250,aba_500_0.3_10_5_4.aba,s223,,600.0,TIMEOUT,NO
251,aba_25_0.3_10_5_3.aba,s17,YES,1.06,corr,YES
252,aba_2000_0.1_5_5_9.aba,s206,,600.0,TIMEOUT,NO
253,aba_2000_0.1_10_5_1.aba,s1422,,600.0,TIMEOUT,YES
254,aba_5000_0.1_10_10_3.aba,s739,,600.0,TIMEOUT,YES
255,aba_25_0.3_5_5_3.aba,s20,NO,0.71,corr,NO
256,aba_100_0.1_5_5_4.aba,s3,YES,0.2,corr,YES
257,aba_25_0.1_10_10_5.aba,s16,YES,0.2,corr,YES
258,aba_5000_0.1_5_5_4.aba,s3621,,600.0,TIMEOUT,YES
259,aba_5000_0.3_10_5_6.aba,s1717,,600.0,TIMEOUT,YES
260,aba_25_0.3_10_5_8.aba,s15,NO,2.64,corr,NO
261,aba_100_0.1_10_10_6.aba,s6,YES,0.35,corr,YES
262,aba_2000_0.3_5_5_4.aba,s72,,600.0,TIMEOUT,NO
263,aba_100_0.3_5_5_1.aba,s63,NO,19.14,corr,NO
264,aba_5000_0.1_5_5_2.aba,s532,,600.0,TIMEOUT,NO
265,aba_5000_0.3_10_5_9.aba,s4169,,600.0,TIMEOUT,YES
266,aba_2000_0.3_5_5_3.aba,s1898,,600.0,TIMEOUT,NO
267,aba_500_0.1_10_10_2.aba,s336,YES,596.86,corr,YES
268,aba_5000_0.1_5_10_3.aba,s2670,YES,179.45,corr,YES
269,aba_100_0.3_5_10_5.aba,s7,YES,0.31,corr,YES
270,aba_2000_0.1_5_5_2.aba,s1934,NO,329.89,corr,NO
271,aba_5000_0.3_10_5_5.aba,s3966,,600.0,TIMEOUT,YES
272,aba_100_0.3_5_10_1.aba,s1,YES,0.36,corr,YES
273,aba_25_0.1_5_5_7.aba,s15,YES,0.15,corr,YES
274,aba_2000_0.1_5_5_6.aba,s532,,600.0,TIMEOUT,NO
275,aba_2000_0.3_5_10_8.aba,s145,YES,19.0,corr,YES
276,aba_25_0.1_5_10_3.aba,s2,YES,0.29,corr,YES
277,aba_500_0.3_10_10_4.aba,s126,,600.0,TIMEOUT,NO
278,aba_2000_0.1_5_5_0.aba,s114,YES,28.66,corr,YES
279,aba_100_0.3_5_10_4.aba,s20,YES,0.45,corr,YES
280,aba_5000_0.3_5_5_0.aba,s4221,,600.0,TIMEOUT,?
281,aba_25_0.3_10_10_3.aba,s25,NO,2.41,corr,NO
282,aba_500_0.3_5_5_1.aba,s181,,600.0,TIMEOUT,NO
283,aba_5000_0.1_5_10_1.aba,s241,YES,162.0,corr,YES
284,aba_500_0.1_10_5_1.aba,s361,,600.0,TIMEOUT,NO
285,aba_500_0.3_10_5_3.aba,s400,,600.0,TIMEOUT,YES
286,aba_100_0.1_10_10_4.aba,s7,YES,1.05,corr,YES
287,aba_2000_0.1_10_5_7.aba,s1901,,600.0,TIMEOUT,YES
288,aba_500_0.3_10_5_6.aba,s327,,600.0,TIMEOUT,YES
289,aba_5000_0.1_10_10_6.aba,s704,,600.0,TIMEOUT,YES
290,aba_500_0.3_5_5_2.aba,s227,,600.0,TIMEOUT,YES
291,aba_100_0.3_10_5_6.aba,s86,,600.0,TIMEOUT,NO
292,aba_100_0.3_10_10_8.aba,s1,YES,0.79,corr,YES
293,aba_25_0.3_10_5_2.aba,s11,YES,0.25,corr,YES
294,aba_2000_0.1_10_10_3.aba,s82,,600.0,TIMEOUT,NO
295,aba_500_0.1_10_5_7.aba,s310,,600.0,TIMEOUT,NO
296,aba_100_0.1_5_5_5.aba,s4,YES,0.73,corr,YES
297,aba_25_0.1_5_5_1.aba,s1,NO,0.21,corr,NO
298,aba_2000_0.3_10_5_9.aba,s1306,NO,599.27,corr,NO
299,aba_100_0.1_10_10_9.aba,s6,YES,1.28,corr,YES
300,aba_100_0.3_10_5_4.aba,s25,,600.0,TIMEOUT,YES
301,aba_2000_0.1_10_10_8.aba,s44,YES,157.4,corr,YES
302,aba_5000_0.1_10_10_1.aba,s4062,,600.0,TIMEOUT,YES
303,aba_25_0.3_5_5_8.aba,s16,NO,5.16,corr,NO
304,aba_100_0.1_5_5_6.aba,s62,NO,3.78,corr,NO
305,aba_25_0.1_5_10_1.aba,s11,YES,0.27,corr,YES
306,aba_100_0.3_5_5_0.aba,s90,NO,7.08,corr,NO
307,aba_2000_0.3_5_10_9.aba,s1374,NO,346.32,corr,NO
308,aba_5000_0.1_10_5_4.aba,s1536,,600.0,TIMEOUT,YES
309,aba_100_0.1_10_10_2.aba,s14,NO,40.2,corr,NO
310,aba_2000_0.1_10_10_0.aba,s175,YES,40.8,corr,YES
311,aba_2000_0.3_10_5_8.aba,s721,NO,439.47,corr,NO
312,aba_25_0.1_5_5_0.aba,s2,YES,0.96,corr,YES
313,aba_2000_0.1_5_5_5.aba,s1463,YES,309.41,corr,YES
314,aba_25_0.3_10_5_7.aba,s17,NO,10.29,corr,NO
315,aba_500_0.1_10_10_5.aba,s355,YES,7.8,corr,YES
316,aba_2000_0.3_10_10_2.aba,s1507,,600.0,TIMEOUT,NO
317,aba_2000_0.1_10_10_9.aba,s1730,YES,91.24,corr,YES
318,aba_500_0.1_10_10_9.aba,s460,NO,74.69,corr,NO
319,aba_500_0.3_5_10_9.aba,s44,YES,2.03,corr,YES
320,aba_25_0.1_5_5_6.aba,s1,YES,0.2,corr,YES
321,aba_500_0.3_10_10_8.aba,s445,,600.0,TIMEOUT,NO
322,aba_100_0.1_10_5_4.aba,s26,,600.0,TIMEOUT,NO
323,aba_500_0.1_10_5_6.aba,s298,,600.0,TIMEOUT,NO
324,aba_2000_0.1_10_5_2.aba,s418,,600.0,TIMEOUT,YES
325,aba_5000_0.3_10_10_2.aba,s2403,,600.0,TIMEOUT,?
326,aba_5000_0.3_10_10_7.aba,s1675,,600.0,TIMEOUT,?
327,aba_5000_0.1_10_10_9.aba,s141,YES,405.14,corr,YES
328,aba_500_0.1_5_10_0.aba,s99,NO,32.1,corr,NO
329,aba_100_0.1_5_10_6.aba,s86,YES,0.65,corr,YES
330,aba_500_0.3_5_10_7.aba,s44,NO,13.48,corr,NO
331,aba_2000_0.3_10_5_4.aba,s1500,,600.0,TIMEOUT,YES
332,aba_500_0.3_5_5_0.aba,s391,,600.0,TIMEOUT,NO
333,aba_100_0.3_10_10_5.aba,s66,YES,0.47,corr,YES
334,aba_5000_0.1_10_10_8.aba,s983,,600.0,TIMEOUT,YES
335,aba_500_0.3_10_10_1.aba,s342,,600.0,TIMEOUT,NO
336,aba_2000_0.1_10_10_6.aba,s1652,YES,140.98,corr,YES
337,aba_500_0.3_5_5_7.aba,s421,,600.0,TIMEOUT,NO
338,aba_2000_0.1_10_10_1.aba,s1614,,600.0,TIMEOUT,NO
339,aba_2000_0.1_10_10_2.aba,s193,YES,48.7,corr,YES
340,aba_500_0.3_5_10_6.aba,s402,NO,26.02,corr,NO
341,aba_5000_0.1_5_5_6.aba,s519,,600.0,TIMEOUT,YES
342,aba_5000_0.1_5_5_8.aba,s2777,,600.0,TIMEOUT,?
343,aba_100_0.3_10_10_6.aba,s74,NO,56.6,corr,NO
344,aba_2000_0.1_10_10_7.aba,s169,YES,46.63,corr,YES
345,aba_500_0.1_5_5_8.aba,s29,YES,3.38,corr,YES
346,aba_25_0.3_5_10_6.aba,s8,YES,0.11,corr,YES
347,aba_5000_0.3_5_5_9.aba,s4902,,600.0,TIMEOUT,?
348,aba_500_0.1_5_10_9.aba,s454,NO,29.53,corr,NO
349,aba_5000_0.1_10_5_5.aba,s3305,,600.0,TIMEOUT,YES
350,aba_100_0.1_10_5_9.aba,s71,,600.0,TIMEOUT,NO
351,aba_100_0.1_5_10_3.aba,s9,YES,0.32,corr,YES
352,aba_5000_0.1_5_10_9.aba,s26,YES,196.88,corr,YES
353,aba_100_0.3_5_10_0.aba,s68,YES,0.83,corr,YES
354,aba_5000_0.3_10_5_2.aba,s4355,,600.0,TIMEOUT,YES
355,aba_25_0.3_10_10_7.aba,s9,NO,0.71,corr,NO
356,aba_500_0.1_5_5_5.aba,s373,,600.0,TIMEOUT,NO
357,aba_2000_0.3_10_10_1.aba,s909,,600.0,TIMEOUT,NO
358,aba_5000_0.1_10_10_5.aba,s1316,,600.0,TIMEOUT,YES
359,aba_2000_0.3_10_10_0.aba,s1942,,600.0,TIMEOUT,NO
360,aba_2000_0.1_5_5_3.aba,s1856,YES,574.71,corr,YES
361,aba_2000_0.3_5_10_0.aba,s252,NO,265.91,corr,NO
362,aba_5000_0.3_10_10_4.aba,s1040,,600.0,TIMEOUT,?
363,aba_2000_0.3_5_5_7.aba,s825,,600.0,TIMEOUT,NO
364,aba_500_0.1_10_10_4.aba,s241,YES,7.62,corr,YES
365,aba_25_0.3_5_5_9.aba,s2,NO,0.42,corr,NO
366,aba_100_0.1_10_5_7.aba,s48,,600.0,TIMEOUT,YES
367,aba_25_0.1_5_5_2.aba,s14,YES,0.38,corr,YES
368,aba_25_0.1_5_5_3.aba,s1,YES,0.15,corr,YES
369,aba_500_0.3_10_10_9.aba,s164,,600.0,TIMEOUT,NO
